"OBJ_CD"	"FND_CD"	"FND_NM"	"CNTR_NM"	"ASST_LBLT"	"TP"	"TRD_DT"	"EFF_DT"	"MAT_DT"	"CURR"	"NOTN"	"MAT_PRD"	"CALL_YN"	"RISK_CALL_YN"	"STRUCT_COND"	"PAY_COND"	"PAY_FREQ"	"PAY_DCF"	"RCV_COND"	"RCV_FREQ"	"RCV_DCF"	"NOTE"	"CALL_DT"	"TRMNTN_DT"	"TYPE1"	"TYPE2"	"TYPE3"	"TYPE4"	"OPTN_FREQ"	"CALL_NOTICE"	"ADD_OPTN"	"UPFRNT"	"CREATED_AT"	"UPDATED_AT"
I250326FE004	"10206020"	FE_RT_ExoticSWAP	아틱서클제일차 주식회사	부채	캐리	"20250326"	"20250407"	"20250707"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.85%, otherwise 0.00%	"10*(SOFR OIS Compound + 0.75%)"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.85%, otherwise 0.00%	"3"	"30/360"	"캐리거래, 만기 일시지급 x
2 Delayed Payment"	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250327FE001	"10206020"	FE_RT_ExoticSWAP	제이피모간체이스은행[서울지점]	자산	자산	"20250327"	"20250409"	"20400409"	KRW	30000000000	15	N	""	STR(15y, 5.40%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	CD + 0.15%	"3"	Act/365	"5.40%*n/N"	"12"	"30/360"	""	""	""	Range Accrual	KTB10y3y	""	""	Annual	"7 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250403FE001	"10206020"	FE_RT_ExoticSWAP	플레인에이제일차 주식회사	부채	MTM	"20250403"	"20250409"	"20400409"	KRW	3000000000	15	N	""	STR(15y, 10*5.40%*n/N, Range Accrual (KTB10y - KTB3y) >= 0.00%, w/o Cap, w/o Floor)	"1회차~60회차: 10*5.40%*n/N (30/360)"	"3"	"30/360"	"10*(CD + 0.15%)"	"3"	Act/365	""	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"5 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250403FE002	"10206020"	FE_RT_ExoticSWAP	플레인에이제일차 주식회사	부채	캐리	"20250403"	"20250409"	"20250709"	KRW	3000000000	0.25	N	""	if CD < 10.00%, 10*5.30%, otherwise 0.00%	"10*(CD + 0.15%)"	"3"	Act/365	if CD < 10.00%, 10*5.30%, otherwise 0.00%	"3"	Act/365	"캐리 거래, 만기 일시 지급 x
Rcv: Act/365 vs 30/360 확인 필요, 지급주기 Mismatch"	""	""	Range Accrual	KTB10y3y	""	""	Quarterly	"5 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE001	"10206020"	FE_RT_ExoticSWAP	Credit Agricole	자산	자산	"20250408"	"20250414"	"20400414"	USD	20000000	15	N	""	STR(15y, 8.70%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, w/o Floor)	SOFR OIS Compound + 0.75%	"3"	Act/360	"8.70%*n/N"	"3"	"30/360"	"2 Delayed Payment"	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"5 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	자체발행	"20250409"	"20250409"	"20341009"	KRW	14700000000	9.5	N	Y	STR(9.5y, 0.50% + 0.3*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE003	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20250409"	"20250414"	"20400414"	USD	2000000	15	N	""	STR(15y, 10*8.70%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, w/o Floor)	"1회차~60회차: 10*8.70%*n/N (30/360)"	"3"	"30/360"	"1회차~60회차: 10*(SOFR OIS Compound + 0.75%)"	"3"	Act/360	"2 Delayed Payment"	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE004	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	캐리	"20250409"	"20250414"	"20250714"	USD	2000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.60%, otherwise 0.00%	"10*(SOFR OIS Compound + 0.75%)"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.60%, otherwise 0.00%	"3"	"30/360"	"캐리거래, 만기 일시지급 x
2 Delayed Payment"	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE005	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	자체발행	"20250409"	"20250409"	"20341009"	USD	10000000	9.5	N	""	STR(9.5y, 0.50% + 10*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 10*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE006	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	MTM	"20250409"	"20250416"	"20400416"	USD	3000000	15	N	""	STR(15y, 10*9.00%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, w/o Floor)	"1회차~60회차: 10*9.00%*n/N (30/360)"	"3"	"30/360"	"1회차~60회차: 10*(SOFR OIS Compound + 0.75%)"	"3"	Act/360	"2 Delayed Payment"	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE007	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제이차 주식회사	부채	캐리	"20250409"	"20250416"	"20250716"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.90%, otherwise 0.00%	"10*(SOFR OIS Compound + 0.75%)"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.90%, otherwise 0.00%	"3"	"30/360"	"캐리거래, 만기 일시지급 x
2 Delayed Payment"	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250409FE008	"10206020"	FE_RT_ExoticSWAP	Credit Agricole	자산	자산	"20250409"	"20250416"	"20400416"	USD	30000000	15	N	""	STR(15y, 9.00%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, w/o Floor)	SOFR OIS Compound + 0.75%	"3"	Act/360	"9.00%*n/N"	"3"	"30/360"	"2 Delayed Payment"	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"5 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250411FE001	"10206020"	FE_RT_ExoticSWAP	Deutsche Bank AG	자산	자산	"20250411"	"20250422"	"20400422"	USD	30000000	15	N	""	STR(15y, 9.33%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, Floor 0.00%)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	Max(9.33%*n/N, 0.00%)	"3"	"30/360"	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"18 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250411FE002	"10206020"	FE_RT_ExoticSWAP	플레인에이제일차 주식회사	부채	자체발행	"20250411"	"20250411"	"20341011"	USD	5000000	9.5	N	Y	STR(9.5y, 0.50% + 0.3*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	"계산 3M 단위, 만기 일시 지급
배수 전환하면서 민감도 없다고 생각하고 조기상환 처리"	리스크에서 조기상환된거로 처리	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250414FE003	"10206020"	FE_RT_ExoticSWAP	플레인에이제일차 주식회사	부채	자체발행	"20250414"	"20250415"	"20340115"	KRW	10000000000	8.75	Y	""	STR(8.75y, 0.50% + 20*(Avg.3mCD - Avg.3mKTB), 0.50%, Cap 10.00%, w/o Floor)	"1회차~34회차: Min(0.50% + 20*(Avg.3mCD - Avg.3mKTB), 10.00%)
35회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	"20251014"	"20260115"	""	""	""	Power	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250416FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	MTM	"20250416"	"20250422"	"20400422"	USD	3000000	15	N	""	STR(15y, 9.33%*n/N, Range Accrual USDCMS10y <= 5.40%, w/o Cap, w/o Floor)	"1회차~60회차: 10*9.33%*n/N"	"3"	"30/360"	"1회차~60회차: 10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250416FE003	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	캐리	"20250416"	"20250422"	"20250722"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*9.23%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*9.23%, otherwise 0.00%	"3"	"30/360"	캐리 거래, 만기 일시 지급 x	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250422FE004	"10206020"	FE_RT_ExoticSWAP	Societe Generale	자산	자산	"20250422"	"20250429"	"20400429"	USD	30000000	15	N	""	STR(15y, 8.95%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"8.95%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"18 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250428FE001	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	MTM	"20250428"	"20250429"	"20400429"	USD	3000000	15	N	""	STR(15y, 10*8.95%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	"1회차~60회차: 10*8.95%*n/N"	"3"	"30/360"	"1회차~60회차: 10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250428FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제삼차 주식회사	부채	캐리	"20250428"	"20250429"	"20250729"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.85%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.85%, otherwise 0.00%	"3"	"30/360"	캐리 거래, 만기 일시 지급 x	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250508FE001	"10206020"	FE_RT_ExoticSWAP	Barclays Bank PLC	자산	자산	"20250507"	"20250512"	"20400512"	USD	30000000	15	N	""	STR(15y, 8.55%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"8.55%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250508FE002	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제일차 주식회사	부채	MTM	"20250508"	"20250512"	"20400512"	USD	3000000	15	N	""	STR(15y, 10*8.55%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	"1회차~60회차: 10*8.55%*n/N"	"3"	"30/360"	"1회차~60회차: 10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250508FE003	"10206020"	FE_RT_ExoticSWAP	노르딕휘게제일차 주식회사	부채	캐리	"20250508"	"20250512"	"20250812"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.45%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.45%, otherwise 0.00%	"3"	"30/360"	캐리 거래, 만기 일시 지급 x	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250509FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽제라제일차 주식회사	부채	자체발행	"20250509"	"20250509"	"20341109"	USD	5000000	9.5	N	Y	STR(9.5y, 0.50% + 0.3*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250512FE001	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	MTM	"20250512"	"20220513"	"20320813"	KRW	10000000000	10.25	N	""	STR(10.25y,10.05% + 30*(Avg.3mCD - Avg.3mKTB), 3*(CD + 0.15%), Cap 18.30%, Floor -42.84%)	"1회차~29회차: Max(Min(10.05% + 30*(Avg.3mCD - Avg.3mKTB), 18.30%), -42.84%)
30회차: 3*(CD + 0.15%)"	""	Act/365	"3*(CD + 0.15%)"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	Spread	Power	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250512FE002	"10206020"	FE_RT_ExoticSWAP	아틱서클제이차 주식회사	부채	MTM	"20250512"	"20220715"	"20321015"	KRW	10000000000	10.25	N	""	STR(10.25y, 11.79% + 30*(Avg.3mCD - Avg.3mKTB), 3*CD, Cap 18.30%, w/o Floor)	"1회차~29회차: Min(11.79% + 30*(Avg.3mCD - Avg.3mKTB), 18.30%)
30회차: 3*CD"	""	Act/365	"3*CD"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	Spread	Power	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:40	2026-01-16 15:29:40
I250512FE004	"10206020"	FE_RT_ExoticSWAP	퍼시픽제라제일차 주식회사	부채	자체발행	"20250512"	"20250512"	"20341112"	USD	5000000	9.5	N	Y	STR(9.5y, 0.50% + 0.3*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250513FE001	"10206020"	FE_RT_ExoticSWAP	퍼시픽제라제일차 주식회사	부채	자체발행	"20250513"	"20250513"	"20341113"	USD	5000000	9.5	N	Y	STR(9.5y, 0.50% + 0.3*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250515FE001	"10206020"	FE_RT_ExoticSWAP	플레인에이제일차 주식회사	부채	자체발행	"20250515"	"20250515"	"20341115"	KRW	7100000000	9.5	N	Y	STR(9.5y, 0.50% + 0.3*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250515FE010	"10206020"	FE_RT_ExoticSWAP	Societe Generale	자산	자산	"20250515"	"20250520"	"20400520"	USD	30000000	15	N	""	STR(15y, 9.38%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"9.38%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"18 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250516FE001	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	자체발행	"20250516"	"20250516"	"20450816"	KRW	10000000000	20.25	N	""	"STR(20.25y, 2.65% + Max[Index-2, 0]*0.10%, 2.65%, w/o Cap, w/o Floor)
Index : 구조화 스왑 포트폴리오"	"1회차~80회차: 2.65% + Max[Index-2, 0]*0.10%
81회차: 2.65%"	"3"	Act/365	"0.005"	"3"	Act/365	""	""	""	""	""	""	Index	Quarterly	"8 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250516FE002	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	자체발행	"20250516"	"20250516"	"20290216"	KRW	10000000000	3.75	Y	Y	STR(3.75y, 0.50% + 30*(Avg.3mKTB - 3.75%), 0.50%, w/o Cap, w/o Floor)	"1회차~14회차: 0.50% + 30*(Avg.3mKTB - 3.75%)
15회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	"계산 3M 단위, 만기 일시 지급
배수 전환하면서 민감도 없다고 생각하고 조기상환 처리"	"리스크에서 조기상환된거로 처리
2025-12-30"	"20260216"	""	""	""	Floater	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250516FE003	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	자체발행	"20250516"	"20250516"	"20290216"	KRW	10000000000	3.75	N	""	STR(3.75y, 0.50% + 30*(3.75% - Avg.3mKTB), 0.50%, w/o Cap, w/o Floor)	"1회차~14회차: 0.50% + 30*(3.75% - Avg.3mKTB)
15회차: 0.50%"	""	Act/365	"0.005"	""	Act/365	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250520FE001	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	MTM	"20250520"	"20250520"	"20400520"	USD	3000000	15	N	""	STR(15y, 10*9.38%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	"1회차~60회차: 10*9.38%*n/N"	"3"	"30/360"	"1회차~60회차: 10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250520FE002	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	캐리	"20250520"	"20250520"	"20250820"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*9.28%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*9.28%, otherwise 0.00%	"3"	"30/360"	캐리 거래, 만기 일시 지급 x	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250520FE011	"10206020"	FE_RT_ExoticSWAP	Natixis	자산	자산	"20250520"	"20250527"	"20400527"	USD	30000000	15	N	""	STR(15y, 8.87%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	SOFR Compound + 0.75%, 5 lookback w/ obs shift	"3"	Act/360	"8.87%*n/N"	"3"	"30/360"	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"15 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250522FE001	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20250521"	"20250528"	"20450528"	USD	10000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"9.60%(Zero)"	""	"30/360"	Appendix1: Fixed Amount로 지급	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250522FE002	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	자체발행	"20250522"	"20250522"	"20341122"	KRW	7100000000	9.5	N	Y	STR(9.5y, 0.50% + 0.3*(4.50% - Avg.3mUST), 0.50%, Cap 30.00%, w/o Floor)	"1회차~37회차: Min(0.50% + 0.3*(4.50% - Avg.3mUST), 30.00%)
38회차: 0.50%"	""	Act/365	"0.005"	""	Act/360	계산 3M 단위, 만기 일시 지급	""	""	""	""	""	InvF	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250522FE004	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20250522"	"20250528"	"20450528"	USD	20000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"구조화이자1: 9.81%(Zero)
구조화이자2: If USDKRW >= 900, 0.05%, otherwise 0.00%, 2025-05-26 지급"	""	"30/360"	Appendix1: Fixed Amount로 지급	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250526FE001	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	MTM	"20250526"	"20250527"	"20400527"	USD	3000000	15	N	""	STR(15y, 8.87%*n/N, Range Accrual USDCMS10y <= 5.50%, w/o Cap, w/o Floor)	"1회차~60회차: 10*8.87%*n/N"	"3"	"30/360"	"1회차~60회차: 10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	""	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	Party A 임의종료 불가	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250526FE002	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	캐리	"20250526"	"20250527"	"20250827"	USD	3000000	0.25	N	""	if SOFRRATE < 12.00%, 10*8.77%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/ obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*8.77%, otherwise 0.00%	"3"	"30/360"	캐리 거래, 만기 일시 지급 x	""	""	Range Accrual	$CMS10y	""	""	Quarterly	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250526FE003	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	MTM	"20250526"	"20250528"	"20450828"	USD	1000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.60% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250526FE004	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	캐리	"20250526"	"20250528"	"20250828"	USD	1000000	0.25	N	""	if SOFRRATE < 12.00%, 10*9.50%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*9.50%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250526FE005	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	MTM	"20250526"	"20250528"	"20450828"	USD	2000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.81% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250526FE006	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	캐리	"20250526"	"20250528"	"20250828"	USD	2000000	0.25	N	""	if SOFRRATE < 12.00%, 10*9.71%, otherwise 0.00%	"10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift"	"3"	Act/360	if SOFRRATE < 12.00%, 10*9.71%, otherwise 0.00%	""	"30/360"	캐리 거래	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250529FE001	"10206020"	FE_RT_ExoticSWAP	노무라파이낸셜증권(서울)	자산	자산	"20250529"	"20250602"	"20450602"	USD	30000000	20	N	""	SOFR Compound + 0.75%	SOFR Compound + 0.75%, 5 lookback w/o obs shift	"3"	Act/360	"구조화이자1: 9.65%(Zero)
구조화이자2: If USDKRW >= 900, 0.05%, otherwise 0.00%, 2025-06-02 지급"	""	"30/360"	Appendix1: Fixed Amount로 지급	""	""	Zero Callable	$Zero	""	""	Annual	"15 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
I250602FE001	"10206020"	FE_RT_ExoticSWAP	스마트프로웨이브 주식회사	부채	MTM	"20250602"	"20250602"	"20450902"	USD	3000000	20.25	N	""	"10*(SOFR Compound + 0.75%)"	"1회차~20회차: 10*9.65% (30/360)
21회차: 10*0.75% (Act/360)"	""	"30/360"	"1회차~80회차: 10*(SOFR Compound + 0.75%), 5 lookback w/o obs shift
81회차: 10*0.75%"	"3"	Act/360	계산 1y 단위, 만기 일시 지급	""	""	Zero Callable	$Zero	""	""	Annual	"10 영업일 전"	""	""	2026-01-16 15:29:41	2026-01-16 15:29:41
